id,carat,cut,color,clarity,depth,table,x,y,z,price
7101,0.7,Very Good,E,SI1,62.8,59.0,5.67,5.7,3.57,2753
91640,0.32,Ideal,E,VS2,61.9,56.0,4.39,4.35,2.71,900
17705,2.01,Very Good,H,SI1,62.4,60.0,8.02,8.08,5.02,17434
76497,0.32,Ideal,G,VS1,61.8,55.0,4.37,4.4,2.71,828
51884,0.3,Premium,G,VS1,60.0,58.0,4.38,4.34,2.6,629
36253,1.56,Ideal,J,VS2,61.4,56.0,7.51,7.58,4.63,7722
85909,0.51,Premium,G,VVS1,62.6,59.0,5.07,5.1,3.19,1920
36775,1.0,Ideal,H,SI1,61.9,57.0,6.38,6.43,3.96,4694
116826,1.0,Good,D,VS2,59.9,64.0,6.46,6.52,3.89,6451
116524,0.32,Ideal,I,VS1,61.7,55.0,4.42,4.41,2.73,648
121184,0.36,Ideal,D,SI1,62.1,56.0,4.55,4.6,2.84,855
74861,0.7,Premium,H,VS2,60.1,58.0,5.78,5.73,3.46,2351
156565,0.83,Very Good,H,SI1,63.3,56.0,5.91,5.83,3.72,2369
18055,0.51,Very Good,E,VS1,62.8,58.0,5.07,5.1,3.19,1778
77400,0.31,Ideal,D,VS2,62.3,57.0,4.31,4.32,2.69,942
89831,0.3,Ideal,E,VVS2,61.9,55.0,4.33,4.29,2.67,789
171448,0.71,Premium,H,SI1,61.6,58.0,5.73,5.77,3.54,1976
22030,1.51,Ideal,J,VS2,62.4,54.0,7.31,7.37,4.58,8265
102617,0.5,Ideal,I,VS1,62.8,57.0,5.05,5.08,3.18,1238
104713,1.08,Ideal,G,SI2,61.2,60.0,6.63,6.6,4.06,4996
157044,0.3,Ideal,I,VS1,61.8,57.0,4.32,4.29,2.66,608
35546,0.74,Good,I,VVS1,60.3,62.0,5.82,5.84,3.51,2421
69690,0.31,Good,G,VVS1,63.6,55.0,4.28,4.33,2.74,816
19521,0.23,Good,E,VVS1,61.1,65.0,3.97,3.99,2.43,575
10052,0.41,Premium,D,VS1,61.5,58.0,4.8,4.83,2.96,1151
157387,0.41,Ideal,H,VVS1,62.5,56.0,4.74,4.77,2.97,1044
184597,0.79,Premium,E,VS2,61.0,61.0,5.97,5.93,3.64,3108
170484,1.71,Premium,G,VS2,62.8,57.0,7.67,7.62,4.79,16256
155304,0.32,Premium,G,VS2,62.1,59.0,4.42,4.38,2.73,672
107481,1.5,Fair,J,SI2,65.5,58.0,6.99,6.94,4.59,4218
16708,0.36,Ideal,D,VS2,62.0,55.0,4.57,4.59,2.84,738
43130,0.31,Ideal,D,VS2,61.5,56.0,4.34,4.34,2.67,942
22778,1.04,Premium,E,SI1,61.9,58.0,6.47,6.49,4.01,5143
178440,1.01,Premium,G,VS2,62.7,58.0,6.38,6.36,4.0,5939
125176,0.4,Very Good,F,VVS1,63.4,57.0,4.71,4.67,2.97,1257
182171,0.32,Ideal,H,VVS1,61.9,56.0,4.37,4.38,2.71,730
117028,0.51,Ideal,I,VS1,61.4,56.0,5.17,5.14,3.17,1333
24837,0.74,Premium,H,VS2,59.6,57.0,5.87,5.9,3.52,2646
22836,1.56,Premium,I,VS1,60.8,58.0,7.41,7.45,4.52,10749
16128,0.33,Premium,I,SI2,61.0,58.0,4.53,4.5,2.76,372
4192,0.41,Very Good,E,VS2,63.0,58.0,4.73,4.74,2.99,938
193298,0.3,Very Good,G,VS1,63.5,57.0,4.33,4.29,2.73,638
113389,1.54,Premium,I,VS2,61.2,59.0,7.39,7.45,4.55,9229
50457,0.26,Good,E,VVS1,63.4,55.0,4.07,4.1,2.57,545
153044,0.9,Good,G,SI1,63.8,61.0,6.07,6.1,3.88,3518
891,0.52,Ideal,F,VS2,60.9,57.0,5.19,5.21,3.17,1605
126560,1.01,Premium,H,VS1,60.0,60.0,6.6,6.57,3.93,5927
11301,0.4,Ideal,E,VVS2,60.8,56.0,4.77,4.74,2.89,1073
42320,1.5,Very Good,H,VS2,63.0,59.0,7.24,7.31,4.58,9474
151649,1.26,Ideal,H,VS2,62.6,57.0,6.88,6.92,4.32,8077
108024,1.12,Ideal,G,SI1,61.9,56.0,6.67,6.7,4.14,6126
42987,0.41,Ideal,E,VVS2,62.0,56.0,4.74,4.78,2.95,1243
41209,0.32,Ideal,G,VS2,61.3,56.0,4.45,4.42,2.72,580
17216,0.33,Ideal,H,VVS2,61.6,56.0,4.43,4.45,2.73,666
177255,0.51,Good,E,SI1,63.6,56.0,5.11,5.08,3.24,1359
91150,1.01,Ideal,J,SI2,61.4,56.0,6.48,6.44,3.96,4059
132430,1.05,Premium,H,SI2,62.9,59.0,6.41,6.47,4.05,3965
136203,1.01,Premium,G,SI2,62.5,58.0,6.37,6.29,3.95,4017
62758,1.05,Very Good,H,SI2,60.6,58.0,6.54,6.59,3.98,4769
117136,2.0,Very Good,H,SI1,62.3,60.0,7.94,8.0,4.97,15840
