id,carat,cut,color,clarity,depth,table,x,y,z,price
172352,0.3,Premium,F,SI2,62.5,58.0,4.29,4.32,2.69,394
127744,2.29,Premium,H,SI1,62.3,56.0,8.51,8.43,5.31,17658
170724,0.71,Ideal,I,VS2,62.7,56.0,5.66,5.73,3.58,2010
78281,1.12,Premium,G,VS2,62.1,58.0,6.66,6.63,4.13,7392
61939,1.2,Ideal,F,VS2,61.5,56.0,6.84,6.86,4.21,8590
149088,0.33,Ideal,G,VS1,61.1,57.0,4.5,4.53,2.76,854
66712,1.01,Premium,H,SI1,62.4,58.0,6.4,6.43,3.99,4685
1268,0.41,Ideal,F,VVS1,61.7,57.0,4.79,4.78,2.95,1356
122111,0.51,Ideal,H,VVS1,61.4,55.0,5.14,5.16,3.17,1781
63739,0.29,Very Good,E,VVS2,61.4,58.0,4.24,4.27,2.61,616
156277,0.42,Ideal,D,SI1,62.0,56.0,4.81,4.78,2.98,749
130037,0.38,Very Good,E,SI1,63.6,58.0,4.58,4.61,2.93,646
11884,0.33,Premium,E,SI1,62.2,58.0,4.4,4.43,2.75,743
166178,0.42,Ideal,H,VS1,62.0,56.0,4.81,4.82,2.99,952
13576,0.3,Premium,G,VS1,61.7,58.0,4.22,4.26,2.62,601
503,0.32,Ideal,F,VS2,62.1,56.0,4.43,4.38,2.74,828
99326,1.09,Ideal,I,SI1,61.8,55.0,6.59,6.62,4.08,4623
147434,0.55,Ideal,F,SI1,61.9,55.0,5.22,5.24,3.24,1346
167494,0.38,Premium,E,VS1,60.3,60.0,4.68,4.6,2.81,1116
65884,0.57,Ideal,G,SI1,61.3,55.0,5.33,5.37,3.28,1346
154757,0.33,Ideal,E,VS1,61.9,56.0,4.44,4.47,2.76,829
117290,0.51,Premium,G,VS1,60.5,59.0,5.18,5.15,3.14,1662
61097,0.55,Ideal,E,SI1,61.9,56.0,5.28,5.23,3.25,1438
66590,2.23,Ideal,G,SI2,61.2,57.0,8.41,8.36,5.13,15393
90987,1.5,Very Good,G,SI1,62.3,59.0,7.28,7.33,4.55,10920
131755,0.74,Ideal,D,VS2,61.5,57.0,5.83,5.85,3.59,3898
35107,0.91,Very Good,D,SI2,62.4,58.0,6.22,6.12,3.85,3763
52219,0.3,Very Good,D,VS1,61.9,58.0,4.21,4.25,2.62,670
67879,0.8,Ideal,H,SI2,62.1,55.0,5.97,5.92,3.7,2441
160348,0.7,Premium,I,SI1,59.5,58.0,5.82,5.77,3.44,2388
85551,0.51,Very Good,E,VVS2,60.5,57.0,5.18,5.21,3.14,2084
162407,0.33,Premium,I,VS1,60.2,58.0,4.48,4.53,2.71,521
3769,1.31,Very Good,J,SI1,62.9,60.0,6.97,7.01,4.39,5652
110812,1.01,Premium,D,VS2,63.0,59.0,6.41,6.36,4.02,6309
115859,1.52,Premium,F,SI1,62.6,59.0,7.31,7.35,4.58,10913
172442,0.72,Very Good,D,SI1,62.2,57.0,5.77,5.8,3.59,3028
55877,0.74,Good,G,SI1,63.1,57.0,5.76,5.78,3.64,2596
47501,0.7,Ideal,E,VS2,62.2,56.0,5.7,5.72,3.54,3034
149407,1.53,Premium,D,SI1,60.1,60.0,7.49,7.43,4.49,12616
124157,0.76,Ideal,E,SI2,62.3,56.0,5.85,5.83,3.64,2756
70377,0.34,Ideal,G,VS2,61.9,56.0,4.49,4.47,2.77,765
72195,0.91,Premium,E,SI1,62.2,59.0,6.22,6.18,3.85,4128
124063,1.01,Premium,D,SI2,62.1,58.0,6.42,6.46,3.99,5273
79654,1.07,Ideal,F,VS2,62.4,57.0,6.49,6.53,4.08,6350
186713,0.71,Very Good,H,SI1,62.6,61.0,5.64,5.7,3.54,2296
8058,2.02,Premium,J,VS2,60.8,59.0,8.15,8.22,4.99,16565
46588,0.51,Ideal,H,VS2,60.6,59.0,5.21,5.18,3.14,1439
172134,0.53,Ideal,E,SI1,60.9,55.0,5.23,5.26,3.19,1780
57232,0.24,Ideal,G,SI1,62.0,54.0,3.99,4.02,2.47,337
8820,1.01,Premium,E,SI1,60.8,61.0,6.41,6.46,3.91,5027
59351,0.7,Good,H,VVS1,61.5,61.0,5.66,5.71,3.5,3480
122325,0.42,Ideal,E,SI1,62.0,55.0,4.83,4.82,2.99,773
66601,1.01,Premium,F,VS1,62.2,59.0,6.38,6.43,3.99,7365
22084,1.51,Ideal,F,SI1,61.8,57.0,7.34,7.37,4.54,11189
127351,0.31,Premium,I,SI1,62.4,58.0,4.31,4.34,2.7,408
112489,1.13,Ideal,H,VS2,62.1,57.0,6.68,6.66,4.15,7159
39760,0.7,Ideal,I,VS2,62.0,55.0,5.71,5.74,3.55,2177
163086,0.5,Ideal,G,VVS2,61.6,56.0,5.11,5.14,3.16,1838
30837,0.31,Premium,E,SI1,62.7,58.0,4.38,4.4,2.76,562
121404,0.59,Ideal,H,SI1,62.0,56.0,5.39,5.42,3.33,1438
25435,1.06,Ideal,G,VS2,62.1,56.0,6.51,6.54,4.05,6217
60306,0.54,Ideal,E,SI1,62.2,56.0,5.23,5.17,3.23,2041
79619,1.26,Ideal,G,VVS2,61.6,58.0,6.95,6.9,4.27,10122
162410,0.91,Premium,G,SI2,62.8,59.0,6.19,6.13,3.86,3462
38481,0.91,Very Good,G,SI2,63.6,58.0,6.01,6.11,3.86,2988
109149,1.0,Premium,F,SI1,60.6,57.0,6.44,6.4,3.89,5763
20339,0.72,Ideal,G,SI1,61.4,57.0,5.73,5.77,3.54,2426
93392,0.4,Very Good,E,VS1,63.5,56.0,4.7,4.74,2.99,1053
181003,0.58,Premium,D,SI1,60.4,56.0,5.43,5.47,3.29,1878
